"Laboratório de Algoritmia II-PL1","a97661","a97661","a97661","."
"Laboratório de Algoritmia II-PL1","a111100","a111100","a111100","."
"Laboratório de Algoritmia II-PL1","a140910","a140910","a140910","."
"Laboratório de Algoritmia II-PL1","a188000","a188000","a188000","."
"Laboratório de Algoritmia II-PL1","a96661","a96661","a96661","."
"Laboratório de Algoritmia II-PL1","a140100","a140100","a140100","."
"Laboratório de Algoritmia II-PL1","a128000","a128000","a128000","."
"Laboratório de Algoritmia II-PL1","a197000","a197000","a197000","."
"Laboratório de Algoritmia II-PL1","a185000","a185000","a185000","."
"Laboratório de Algoritmia II-PL1","a187000","a187000","a187000","."
"Laboratório de Algoritmia II-PL1","a79160","a79160","a79160","."
"Laboratório de Algoritmia II-PL1","a101100","a101100","a101100","."
"Laboratório de Algoritmia II-PL1","a90898","a90898","a90898","."
"Laboratório de Algoritmia II-PL1","a92898","a92898","a92898","."
"Laboratório de Algoritmia II-PL1","a94295","a94295","a94295","."
"Laboratório de Algoritmia II-PL1","a138000","a138000","a138000","."
"Laboratório de Algoritmia II-PL1","a146000","a146000","a146000","."
"Laboratório de Algoritmia II-PL1","a90127","a90127","a90127","."
"Laboratório de Algoritmia II-PL1","a96867","a96867","a96867","."
"Laboratório de Algoritmia II-PL1","a108000","a108000","a108000","."
"Laboratório de Algoritmia II-PL1","a88095","a88095","a88095","."
"Laboratório de Algoritmia II-PL1","a84194","a84194","a84194","."
"Laboratório de Algoritmia II-PL1","a88854","a88854","a88854","."
"Laboratório de Algoritmia II-PL1","a94456","a94456","a94456","."
"Laboratório de Algoritmia II-PL1","a91898","a91898","a91898","."
"Laboratório de Algoritmia II-PL1","a135000","a135000","a135000","."
"Laboratório de Algoritmia II-PL1","a97646","a97646","a97646","."
"Laboratório de Algoritmia II-PL1","a99798","a99798","a99798","."
"Laboratório de Algoritmia II-PL2","a89997","a89997","a89997","."
"Laboratório de Algoritmia II-PL2","a95861","a95861","a95861","."
"Laboratório de Algoritmia II-PL2","a150100","a150100","a150100","."
"Laboratório de Algoritmia II-PL2","a89081","a89081","a89081","."
"Laboratório de Algoritmia II-PL2","a157000","a157000","a157000","."
"Laboratório de Algoritmia II-PL2","a145000","a145000","a145000","."
"Laboratório de Algoritmia II-PL2","a95765","a95765","a95765","."
"Laboratório de Algoritmia II-PL2","a127000","a127000","a127000","."
"Laboratório de Algoritmia II-PL2","a99637","a99637","a99637","."
"Laboratório de Algoritmia II-PL2","a92795","a92795","a92795","."
"Laboratório de Algoritmia II-PL2","a98798","a98798","a98798","."
"Laboratório de Algoritmia II-PL2","a129000","a129000","a129000","."
"Laboratório de Algoritmia II-PL2","a93898","a93898","a93898","."
"Laboratório de Algoritmia II-PL2","a83873","a83873","a83873","."
"Laboratório de Algoritmia II-PL2","a85071","a85071","a85071","."
"Laboratório de Algoritmia II-PL2","a97137","a97137","a97137","."
"Laboratório de Algoritmia II-PL2","a90207","a90207","a90207","."
"Laboratório de Algoritmia II-PL2","a169000","a169000","a169000","."
"Laboratório de Algoritmia II-PL2","a93461","a93461","a93461","."
"Laboratório de Algoritmia II-PL2","a148000","a148000","a148000","."
"Laboratório de Algoritmia II-PL2","a186000","a186000","a186000","."
"Laboratório de Algoritmia II-PL2","a198000","a198000","a198000","."
"Laboratório de Algoritmia II-PL2","a83497","a83497","a83497","."
"Laboratório de Algoritmia II-PL2","a106000","a106000","a106000","."
"Laboratório de Algoritmia II-PL2","a121100","a121100","a121100","."
"Laboratório de Algoritmia II-PL2","a73318","a73318","a73318","."
"Laboratório de Algoritmia II-PL2","a131100","a131100","a131100","."
"Laboratório de Algoritmia II-PL2","a80281","a80281","a80281","."
"Laboratório de Algoritmia II-PL2","a180100","a180100","a180100","."
"Laboratório de Algoritmia II-PL2","a149000","a149000","a149000","."
"Laboratório de Algoritmia II-PL2","a92561","a92561","a92561","."
"Laboratório de Algoritmia II-PL2","a175000","a175000","a175000","."
"Laboratório de Algoritmia II-PL2","a125000","a125000","a125000","."
"Laboratório de Algoritmia II-PL2","a89499","a89499","a89499","."
"Laboratório de Algoritmia II-PL2","a126000","a126000","a126000","."
"Laboratório de Algoritmia II-PL2","a91447","a91447","a91447","."
"Laboratório de Algoritmia II-PL2","a105000","a105000","a105000","."
"Laboratório de Algoritmia II-PL2","a165000","a165000","a165000","."
"Laboratório de Algoritmia II-PL2","a91473","a91473","a91473","."
"Laboratório de Algoritmia II-PL2","a167000","a167000","a167000","."
"Laboratório de Algoritmia II-PL2","a190100","a190100","a190100","."
"Laboratório de Algoritmia II-PL2","a160100","a160100","a160100","."
"Laboratório de Algoritmia II-PL2","a139000","a139000","a139000","."
